	SC182	GRO-09_nasal_brush	D353_Brus_Nas1	SC173	D363_Brus_Nas1	SC184	SC174_SC173	SC174_SC172	GRO-04_nasal_brush	SC183	SC181	SC185
CPPED1	907.0	1394.0	1310.0	239.0	595.0	565.0	105.0	129.0	716.0	447.0	309.0	94.0
USP31	515.0	622.0	566.0	157.0	280.0	330.0	69.0	78.0	340.0	250.0	90.0	62.0
HMOX2	1356.0	1942.0	1126.0	899.0	730.0	864.0	475.0	507.0	1610.0	1036.0	525.0	162.0
DNAJA3	598.0	665.0	699.0	322.0	498.0	284.0	172.0	194.0	438.0	374.0	144.0	74.0
CORO7-PAM16	1.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	2.0
BFAR	787.0	1576.0	1102.0	570.0	685.0	468.0	301.0	331.0	1036.0	525.0	302.0	113.0
SALL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TOX3	450.0	1859.0	924.0	319.0	349.0	342.0	157.0	175.0	384.0	118.0	76.0	75.0
RBL2	2238.0	1907.0	1487.0	923.0	852.0	1285.0	405.0	477.0	1056.0	1087.0	608.0	396.0
QPRT	6.0	87.0	60.0	10.0	25.0	16.0	0.0	2.0	182.0	1.0	3.0	4.0
XYLT1	34.0	12.0	48.0	15.0	14.0	20.0	6.0	12.0	9.0	14.0	22.0	5.0
PYCARD	4941.0	6113.0	4172.0	4019.0	3326.0	4689.0	2271.0	2125.0	6617.0	4346.0	2346.0	743.0
RPGRIP1L	493.0	1003.0	322.0	94.0	77.0	444.0	44.0	48.0	700.0	88.0	61.0	56.0
MAZ	1395.0	1338.0	1642.0	702.0	1039.0	978.0	273.0	343.0	1280.0	1040.0	540.0	175.0
STX4	1029.0	1703.0	1393.0	603.0	791.0	741.0	326.0	285.0	913.0	700.0	406.0	165.0
CDIPT	692.0	1452.0	917.0	613.0	601.0	507.0	254.0	342.0	789.0	363.0	217.0	116.0
BCKDK	693.0	1082.0	792.0	510.0	409.0	466.0	279.0	254.0	747.0	480.0	292.0	71.0
KAT8	1214.0	1050.0	999.0	648.0	522.0	563.0	333.0	409.0	603.0	533.0	331.0	129.0
NOMO1	657.0	346.0	831.0	354.0	324.0	633.0	135.0	184.0	279.0	287.0	117.0	116.0
IL21R	6.0	10.0	12.0	14.0	5.0	6.0	5.0	15.0	21.0	14.0	34.0	3.0
SYT17	390.0	817.0	479.0	109.0	371.0	332.0	48.0	90.0	523.0	99.0	36.0	45.0
TMC5	9773.0	39572.0	20901.0	8093.0	9632.0	8386.0	3819.0	4978.0	16630.0	1799.0	2414.0	1790.0
CCP110	990.0	2331.0	1144.0	245.0	496.0	858.0	118.0	122.0	1564.0	259.0	136.0	139.0
C16orf62	1039.0	984.0	1403.0	419.0	611.0	497.0	234.0	195.0	500.0	589.0	386.0	86.0
SLC6A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF40	1159.0	686.0	675.0	547.0	384.0	374.0	260.0	254.0	513.0	661.0	403.0	129.0
KNOP1	1259.0	4656.0	2341.0	1035.0	1672.0	1059.0	512.0	529.0	1963.0	1059.0	296.0	183.0
AQP9	5.0	8.0	33.0	3.0	0.0	3.0	0.0	3.0	2.0	10.0	28.0	1.0
AAGAB	1378.0	1160.0	905.0	510.0	646.0	572.0	263.0	269.0	894.0	763.0	420.0	154.0
IQCH	220.0	298.0	148.0	55.0	67.0	201.0	35.0	16.0	344.0	35.0	40.0	44.0
LACTB	816.0	1718.0	541.0	514.0	427.0	484.0	254.0	294.0	545.0	597.0	444.0	142.0
CORO2B	81.0	15.0	13.0	35.0	43.0	35.0	10.0	14.0	24.0	15.0	3.0	6.0
CSK	1591.0	1050.0	907.0	1053.0	603.0	924.0	504.0	579.0	553.0	1408.0	866.0	216.0
HERC1	1461.0	1488.0	1090.0	610.0	586.0	814.0	262.0	295.0	665.0	595.0	383.0	156.0
TRIP4	592.0	863.0	484.0	312.0	364.0	447.0	149.0	193.0	625.0	461.0	192.0	90.0
MTFMT	657.0	626.0	440.0	339.0	364.0	301.0	168.0	174.0	476.0	383.0	170.0	71.0
RASL12	1.0	3.0	0.0	2.0	5.0	7.0	4.0	0.0	1.0	0.0	0.0	3.0
AP3B2	24.0	31.0	43.0	13.0	12.0	16.0	6.0	12.0	15.0	20.0	3.0	2.0
ACSBG1	175.0	154.0	122.0	21.0	26.0	165.0	6.0	12.0	214.0	50.0	30.0	20.0
IGDCC4	3.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
RAB11A	8313.0	10369.0	8334.0	3977.0	5395.0	5582.0	2135.0	2542.0	7773.0	6278.0	3375.0	1007.0
CTSH	7935.0	4201.0	2811.0	4361.0	2144.0	6134.0	2314.0	1804.0	4101.0	3553.0	2167.0	1164.0
TTC23	297.0	179.0	240.0	67.0	145.0	129.0	24.0	44.0	129.0	206.0	45.0	20.0
CD276	501.0	450.0	719.0	332.0	448.0	301.0	151.0	194.0	260.0	345.0	199.0	81.0
FAH	216.0	275.0	151.0	136.0	89.0	175.0	81.0	102.0	128.0	208.0	126.0	19.0
CEMIP	119.0	17.0	28.0	9.0	10.0	35.0	3.0	11.0	2.0	279.0	117.0	30.0
RPAP1	391.0	293.0	325.0	119.0	153.0	125.0	70.0	91.0	115.0	175.0	78.0	30.0
HOMER2	3435.0	2338.0	2611.0	2530.0	2317.0	1193.0	1184.0	1369.0	891.0	1388.0	975.0	234.0
EHD4	723.0	2539.0	1536.0	485.0	776.0	811.0	240.0	402.0	1265.0	772.0	833.0	179.0
TMEM87A	2706.0	4786.0	3337.0	1434.0	2254.0	1878.0	710.0	931.0	2655.0	1628.0	915.0	517.0
ZNF106	4015.0	9509.0	4316.0	1832.0	2043.0	2398.0	819.0	910.0	5034.0	1636.0	925.0	584.0
CEP152	201.0	455.0	331.0	96.0	212.0	106.0	43.0	48.0	259.0	144.0	57.0	33.0
ATP8B4	120.0	107.0	115.0	36.0	21.0	63.0	8.0	16.0	54.0	39.0	60.0	4.0
OCA2	28.0	19.0	44.0	36.0	32.0	7.0	18.0	14.0	39.0	18.0	7.0	2.0
DTWD1	864.0	1143.0	883.0	419.0	583.0	590.0	189.0	279.0	630.0	573.0	234.0	131.0
TGM5	26.0	10.0	16.0	23.0	11.0	13.0	14.0	5.0	6.0	43.0	37.0	3.0
FAM189A1	3.0	1.0	3.0	7.0	4.0	3.0	4.0	2.0	0.0	5.0	0.0	2.0
GABPB1	1379.0	1454.0	2589.0	731.0	1668.0	782.0	322.0	411.0	1168.0	651.0	371.0	215.0
TJP1	4235.0	4696.0	2050.0	2029.0	1405.0	1964.0	1004.0	1563.0	1937.0	3386.0	1505.0	821.0
BMF	299.0	129.0	479.0	110.0	340.0	190.0	35.0	79.0	85.0	97.0	27.0	57.0
DMXL2	991.0	647.0	654.0	241.0	265.0	743.0	110.0	154.0	351.0	418.0	222.0	98.0
SCG3	2.0	82.0	2.0	0.0	0.0	2.0	0.0	0.0	20.0	0.0	1.0	1.0
DNAJC17	911.0	1294.0	1572.0	556.0	736.0	748.0	299.0	336.0	662.0	739.0	308.0	120.0
EIF3J	797.0	5923.0	1338.0	574.0	727.0	703.0	279.0	324.0	2300.0	800.0	404.0	131.0
SPG11	1746.0	2123.0	1614.0	663.0	1062.0	1044.0	295.0	350.0	1160.0	798.0	429.0	170.0
RHOV	2299.0	6074.0	2112.0	798.0	1697.0	1148.0	405.0	553.0	1794.0	1310.0	544.0	207.0
VPS18	513.0	417.0	371.0	340.0	288.0	274.0	141.0	148.0	269.0	295.0	148.0	82.0
OIP5	19.0	21.0	41.0	10.0	24.0	12.0	7.0	6.0	19.0	99.0	33.0	3.0
SLC30A4	139.0	41.0	67.0	13.0	37.0	29.0	9.0	16.0	11.0	50.0	46.0	17.0
BLOC1S6	779.0	1258.0	915.0	475.0	522.0	469.0	233.0	289.0	592.0	510.0	502.0	121.0
MYEF2	243.0	467.0	103.0	16.0	28.0	235.0	8.0	15.0	290.0	23.0	35.0	37.0
SGK3	278.0	711.0	476.0	125.0	377.0	208.0	48.0	62.0	482.0	88.0	73.0	53.0
PDGFRL	12.0	35.0	14.0	5.0	9.0	10.0	1.0	5.0	6.0	28.0	7.0	6.0
CSPP1	1264.0	3786.0	623.0	377.0	233.0	1392.0	165.0	166.0	2904.0	297.0	175.0	208.0
ZDHHC2	556.0	517.0	575.0	157.0	308.0	523.0	82.0	109.0	228.0	398.0	68.0	44.0
BRF2	220.0	284.0	154.0	111.0	85.0	122.0	63.0	73.0	171.0	143.0	51.0	29.0
TRIM35	343.0	138.0	165.0	158.0	175.0	129.0	84.0	104.0	105.0	200.0	77.0	35.0
ZFAND1	824.0	1048.0	1137.0	509.0	758.0	567.0	229.0	269.0	830.0	575.0	332.0	108.0
RP1	1454.0	2922.0	661.0	168.0	197.0	1439.0	69.0	74.0	3057.0	136.0	112.0	301.0
CA2	116.0	45.0	171.0	105.0	62.0	95.0	62.0	132.0	139.0	502.0	707.0	34.0
FZD3	813.0	1138.0	1138.0	294.0	627.0	538.0	107.0	184.0	627.0	303.0	112.0	120.0
INTS9	408.0	228.0	197.0	149.0	115.0	153.0	60.0	72.0	137.0	232.0	117.0	39.0
RIPK2	295.0	427.0	293.0	186.0	164.0	151.0	82.0	88.0	235.0	156.0	253.0	45.0
EYA1	908.0	595.0	562.0	132.0	295.0	333.0	63.0	73.0	360.0	314.0	163.0	47.0
NBN	1342.0	2255.0	1134.0	728.0	652.0	788.0	339.0	438.0	946.0	928.0	568.0	135.0
TRPA1	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPQ	405.0	603.0	305.0	200.0	115.0	194.0	111.0	133.0	300.0	333.0	167.0	44.0
DECR1	3542.0	4278.0	2696.0	1887.0	1701.0	2690.0	1117.0	1209.0	3575.0	2598.0	1424.0	432.0
CALB1	136.0	34.0	111.0	145.0	5.0	111.0	136.0	45.0	23.0	855.0	126.0	297.0
IMPAD1	2083.0	1396.0	2042.0	773.0	1217.0	1122.0	345.0	424.0	632.0	1108.0	686.0	326.0
SFRP1	2.0	140.0	21.0	2.0	4.0	3.0	1.0	5.0	5.0	21.0	5.0	6.0
LAPTM4B	4133.0	2525.0	2830.0	1748.0	1830.0	2001.0	859.0	1104.0	1300.0	2567.0	1053.0	482.0
UBE2W	341.0	766.0	935.0	172.0	566.0	270.0	75.0	61.0	413.0	139.0	81.0	49.0
POP1	200.0	369.0	191.0	115.0	93.0	144.0	55.0	65.0	167.0	233.0	79.0	18.0
NIPAL2	2400.0	1575.0	2437.0	1242.0	1589.0	1362.0	603.0	703.0	847.0	1546.0	710.0	320.0
IKBKB	1104.0	1359.0	1498.0	558.0	906.0	804.0	257.0	333.0	652.0	605.0	296.0	143.0
PLAT	795.0	1775.0	705.0	691.0	194.0	440.0	361.0	141.0	316.0	3672.0	964.0	560.0
JPH1	47.0	227.0	102.0	67.0	49.0	46.0	29.0	24.0	66.0	61.0	32.0	11.0
DKK4	182.0	166.0	20.0	56.0	28.0	134.0	43.0	26.0	19.0	103.0	51.0	38.0
STK3	738.0	1261.0	589.0	304.0	373.0	405.0	149.0	172.0	400.0	424.0	190.0	116.0
GDAP1	244.0	428.0	253.0	109.0	172.0	126.0	61.0	66.0	298.0	145.0	59.0	30.0
RAB2A	7599.0	15649.0	7047.0	5669.0	4710.0	5210.0	2914.0	3268.0	8874.0	3646.0	2914.0	1320.0
EIF3E	2591.0	6139.0	5498.0	1544.0	3576.0	2335.0	749.0	956.0	4580.0	2656.0	1267.0	293.0
EMC2	1276.0	2401.0	877.0	596.0	547.0	960.0	357.0	412.0	1648.0	907.0	404.0	132.0
ESRP1	1666.0	1934.0	1634.0	837.0	1072.0	1094.0	413.0	541.0	1064.0	1280.0	686.0	256.0
WISP1	1.0	5.0	4.0	13.0	0.0	8.0	2.0	5.0	1.0	5.0	0.0	5.0
NDRG1	412.0	702.0	1239.0	314.0	545.0	256.0	119.0	279.0	394.0	407.0	209.0	49.0
ZC2HC1A	560.0	2184.0	509.0	320.0	226.0	733.0	115.0	129.0	1697.0	90.0	117.0	89.0
IL7	83.0	240.0	198.0	62.0	60.0	82.0	23.0	43.0	149.0	60.0	16.0	23.0
STMN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARMC1	993.0	1022.0	829.0	388.0	467.0	400.0	215.0	238.0	542.0	660.0	349.0	135.0
TRPS1	428.0	564.0	406.0	327.0	263.0	279.0	134.0	172.0	198.0	579.0	224.0	137.0
SPAG1	2921.0	6758.0	2258.0	993.0	1292.0	2481.0	447.0	511.0	5278.0	977.0	544.0	581.0
CHRAC1	898.0	1226.0	921.0	751.0	687.0	606.0	376.0	485.0	453.0	600.0	460.0	146.0
NCALD	476.0	816.0	392.0	66.0	277.0	339.0	49.0	38.0	472.0	50.0	27.0	33.0
SNX16	140.0	596.0	228.0	136.0	218.0	99.0	52.0	72.0	150.0	161.0	53.0	33.0
GML	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
UBR5	2836.0	2613.0	1711.0	1008.0	1041.0	1242.0	509.0	619.0	1297.0	1807.0	712.0	409.0
GSDMD	1808.0	3044.0	1092.0	1001.0	845.0	1045.0	531.0	608.0	1896.0	703.0	522.0	122.0
TSTA3	2201.0	7387.0	2861.0	1571.0	2127.0	1978.0	793.0	1100.0	2768.0	1390.0	1232.0	197.0
PYCRL	189.0	332.0	207.0	100.0	89.0	192.0	53.0	64.0	190.0	94.0	42.0	25.0
EEF1D	22334.0	22870.0	21498.0	11499.0	14682.0	23420.0	5891.0	7304.0	15293.0	16036.0	8503.0	4536.0
ANXA13	3.0	7.0	7.0	1.0	0.0	2.0	0.0	0.0	27.0	1.0	1.0	1.0
SQLE	1460.0	3731.0	1421.0	347.0	1093.0	1401.0	163.0	155.0	2122.0	475.0	317.0	208.0
SH2D4A	2760.0	6051.0	1889.0	1569.0	1046.0	1579.0	801.0	1059.0	2015.0	1054.0	916.0	365.0
INTS10	1865.0	1701.0	1088.0	750.0	788.0	697.0	412.0	445.0	979.0	1120.0	599.0	192.0
ERI1	336.0	328.0	292.0	179.0	187.0	191.0	91.0	115.0	194.0	279.0	228.0	41.0
SLC39A14	97.0	109.0	122.0	41.0	73.0	78.0	21.0	25.0	69.0	61.0	31.0	25.0
MTMR9	384.0	535.0	753.0	191.0	649.0	233.0	77.0	98.0	263.0	175.0	92.0	36.0
LEPROTL1	1433.0	2192.0	1378.0	725.0	872.0	872.0	407.0	474.0	2013.0	775.0	546.0	184.0
DCTN6	566.0	2432.0	2136.0	397.0	1379.0	619.0	182.0	222.0	2093.0	342.0	186.0	143.0
R3HCC1	1647.0	1356.0	1494.0	976.0	1095.0	802.0	470.0	507.0	1179.0	803.0	398.0	208.0
GSR	11508.0	1554.0	3389.0	1407.0	2644.0	2744.0	694.0	816.0	604.0	4507.0	2505.0	777.0
TNFRSF10A	390.0	1130.0	344.0	268.0	138.0	299.0	161.0	207.0	124.0	485.0	272.0	82.0
UBXN8	195.0	273.0	252.0	104.0	129.0	137.0	51.0	71.0	122.0	134.0	55.0	12.0
PPP2CB	2616.0	4093.0	4007.0	984.0	2454.0	1872.0	416.0	460.0	2307.0	1229.0	757.0	409.0
ERICH1	1079.0	2900.0	1081.0	735.0	842.0	650.0	362.0	442.0	1665.0	594.0	421.0	119.0
NEFM	3.0	2.0	1.0	2.0	2.0	6.0	1.0	1.0	7.0	15.0	1.0	5.0
TUSC3	1689.0	2350.0	1345.0	1127.0	561.0	2217.0	601.0	757.0	3087.0	755.0	432.0	270.0
ARHGEF10	223.0	272.0	453.0	58.0	265.0	124.0	20.0	15.0	78.0	59.0	30.0	32.0
KLHDC4	540.0	664.0	571.0	285.0	292.0	316.0	119.0	135.0	470.0	281.0	132.0	57.0
MCM4	672.0	408.0	594.0	291.0	326.0	285.0	152.0	204.0	256.0	766.0	320.0	96.0
KCTD9	513.0	914.0	859.0	334.0	637.0	344.0	130.0	157.0	705.0	487.0	254.0	129.0
FGL1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASAH1	13391.0	10607.0	11700.0	6613.0	7901.0	6252.0	3378.0	3576.0	7884.0	4700.0	3233.0	2034.0
BNIP3L	3062.0	3476.0	2870.0	1795.0	1905.0	2314.0	911.0	1138.0	2613.0	1622.0	821.0	769.0
MAN2B1	2225.0	129.0	158.0	956.0	181.0	685.0	497.0	569.0	92.0	1003.0	936.0	234.0
KCNN4	329.0	232.0	304.0	169.0	167.0	261.0	101.0	91.0	201.0	180.0	109.0	30.0
TULP2	0.0	1.0	4.0	0.0	0.0	16.0	0.0	0.0	0.0	2.0	0.0	15.0
NUCB1	4959.0	2967.0	1274.0	1408.0	787.0	1729.0	721.0	978.0	1606.0	2747.0	1815.0	531.0
DHDH	37.0	55.0	7.0	12.0	10.0	13.0	7.0	7.0	29.0	33.0	18.0	4.0
GYS1	378.0	268.0	433.0	208.0	207.0	233.0	80.0	125.0	159.0	368.0	177.0	53.0
MAP4K1	45.0	38.0	19.0	21.0	33.0	31.0	11.0	18.0	40.0	68.0	114.0	7.0
CGB2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ECH1	1103.0	5488.0	2230.0	464.0	1955.0	980.0	253.0	334.0	4662.0	582.0	298.0	135.0
HNRNPL	3698.0	1318.0	1577.0	1331.0	1192.0	2281.0	733.0	1126.0	1024.0	3776.0	2000.0	655.0
NFKBIB	835.0	910.0	822.0	488.0	666.0	362.0	245.0	239.0	642.0	543.0	327.0	136.0
LHB	1.0	4.0	9.0	0.0	5.0	1.0	0.0	0.0	2.0	2.0	0.0	1.0
TUBB4A	0.0	0.0	4.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0
SARS2	350.0	316.0	210.0	200.0	126.0	206.0	129.0	155.0	168.0	352.0	147.0	39.0
KCNA7	3.0	12.0	44.0	0.0	27.0	1.0	0.0	1.0	2.0	6.0	1.0	2.0
SNRNP70	4063.0	3699.0	2968.0	1707.0	2154.0	2431.0	908.0	1118.0	2754.0	2354.0	1318.0	448.0
CLPTM1	2616.0	1749.0	1175.0	1273.0	988.0	1601.0	678.0	684.0	1331.0	1838.0	805.0	611.0
RELB	418.0	447.0	472.0	248.0	264.0	149.0	136.0	206.0	143.0	371.0	360.0	51.0
CLASRP	707.0	463.0	683.0	459.0	511.0	357.0	223.0	258.0	409.0	377.0	222.0	92.0
LIN7B	401.0	674.0	523.0	409.0	355.0	285.0	212.0	221.0	498.0	265.0	115.0	55.0
PPP1R37	608.0	561.0	575.0	338.0	387.0	385.0	159.0	185.0	272.0	339.0	137.0	51.0
FCGRT	1710.0	2894.0	1621.0	986.0	1058.0	1603.0	491.0	658.0	2169.0	887.0	925.0	304.0
PIH1D1	1517.0	2741.0	1336.0	1010.0	897.0	943.0	506.0	637.0	1772.0	893.0	470.0	122.0
CKM	7.0	13.0	7.0	2.0	1.0	5.0	1.0	0.0	39.0	1.0	0.0	0.0
ARHGEF18	117.0	7.0	5.0	39.0	1.0	41.0	25.0	19.0	17.0	51.0	48.0	22.0
PPP1R13L	2257.0	1124.0	1707.0	912.0	939.0	856.0	445.0	497.0	301.0	2332.0	1051.0	696.0
PEX11G	536.0	765.0	381.0	349.0	235.0	470.0	181.0	171.0	824.0	224.0	139.0	42.0
ERCC2	399.0	228.0	245.0	152.0	169.0	212.0	74.0	86.0	240.0	154.0	109.0	37.0
DOT1L	302.0	285.0	454.0	164.0	260.0	211.0	75.0	100.0	106.0	270.0	140.0	65.0
PLEKHJ1	882.0	2578.0	1600.0	668.0	1033.0	1030.0	337.0	390.0	1748.0	795.0	481.0	161.0
SLC17A7	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RNASEH2A	714.0	616.0	289.0	251.0	209.0	386.0	132.0	161.0	465.0	718.0	231.0	66.0
KLC3	117.0	83.0	96.0	34.0	23.0	29.0	35.0	16.0	40.0	160.0	64.0	10.0
CD37	131.0	43.0	88.0	76.0	52.0	32.0	46.0	123.0	216.0	79.0	647.0	0.0
SF3A2	1268.0	657.0	596.0	880.0	413.0	695.0	446.0	456.0	573.0	858.0	435.0	185.0
AMH	24.0	43.0	20.0	24.0	15.0	9.0	5.0	6.0	2.0	5.0	4.0	12.0
DKKL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
LYL1	125.0	154.0	160.0	33.0	35.0	131.0	9.0	23.0	116.0	40.0	76.0	15.0
OAZ1	9295.0	23339.0	29022.0	8136.0	19857.0	8132.0	3798.0	4344.0	19787.0	5858.0	4629.0	1390.0
TRMT1	462.0	366.0	356.0	223.0	183.0	263.0	128.0	179.0	258.0	267.0	177.0	42.0
STX10	2289.0	3158.0	3424.0	1793.0	2343.0	1985.0	858.0	1172.0	2600.0	1272.0	726.0	340.0
RETN	0.0	4.0	14.0	1.0	1.0	1.0	0.0	5.0	1.0	3.0	20.0	0.0
FCER2	5.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	2.0	26.0	1.0
DMPK	231.0	234.0	235.0	121.0	136.0	224.0	49.0	56.0	146.0	79.0	31.0	35.0
CLEC4M	0.0	0.0	13.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
RSPH6A	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
TBC1D17	786.0	711.0	740.0	567.0	477.0	590.0	278.0	312.0	516.0	447.0	145.0	176.0
IL4I1	66.0	143.0	66.0	19.0	12.0	8.0	7.0	42.0	9.0	20.0	262.0	7.0
TLE6	15.0	38.0	39.0	31.0	29.0	29.0	12.0	10.0	37.0	25.0	8.0	3.0
CCDC130	719.0	1004.0	676.0	459.0	409.0	406.0	213.0	284.0	576.0	346.0	197.0	69.0
PTOV1	2971.0	1887.0	1240.0	1534.0	1027.0	1630.0	910.0	1094.0	936.0	1616.0	756.0	348.0
AES	15627.0	11888.0	17053.0	8345.0	13734.0	8896.0	3597.0	4484.0	8707.0	9472.0	4308.0	2097.0
NOVA2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SGTA	649.0	854.0	740.0	393.0	461.0	301.0	198.0	222.0	562.0	390.0	195.0	104.0
KIR3DX1	0.0	1.0	31.0	0.0	11.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
LILRB1	7.0	18.0	28.0	6.0	1.0	0.0	0.0	15.0	1.0	4.0	237.0	1.0
MED25	946.0	836.0	448.0	350.0	333.0	545.0	186.0	192.0	742.0	477.0	163.0	126.0
LILRA1	3.0	3.0	14.0	1.0	4.0	0.0	0.0	4.0	0.0	2.0	103.0	0.0
SNAPC2	365.0	546.0	485.0	276.0	301.0	300.0	134.0	149.0	293.0	203.0	133.0	35.0
C19orf53	4398.0	11046.0	12232.0	4324.0	6862.0	3360.0	2130.0	2422.0	7008.0	3352.0	1722.0	567.0
TIMM44	522.0	1782.0	511.0	315.0	382.0	339.0	161.0	157.0	907.0	496.0	201.0	55.0
CCDC61	355.0	282.0	216.0	135.0	80.0	209.0	77.0	125.0	70.0	145.0	95.0	21.0
IL27RA	147.0	154.0	102.0	28.0	31.0	98.0	13.0	21.0	266.0	29.0	148.0	12.0
ASF1B	33.0	68.0	80.0	22.0	29.0	17.0	8.0	4.0	56.0	96.0	27.0	5.0
TNNT1	12.0	73.0	27.0	2.0	16.0	19.0	2.0	1.0	92.0	27.0	1.0	3.0
VRK3	923.0	2421.0	845.0	352.0	671.0	609.0	167.0	226.0	1736.0	331.0	217.0	96.0
FAM32A	1187.0	2790.0	2337.0	1347.0	1763.0	738.0	657.0	609.0	2086.0	755.0	445.0	214.0
PPP6R1	2294.0	2342.0	2027.0	968.0	1645.0	1127.0	389.0	505.0	1732.0	1016.0	762.0	406.0
C19orf44	211.0	165.0	73.0	25.0	26.0	112.0	10.0	6.0	155.0	50.0	27.0	20.0
MED26	103.0	223.0	237.0	101.0	224.0	63.0	32.0	32.0	124.0	57.0	35.0	28.0
OLFM2	25.0	9.0	10.0	10.0	8.0	3.0	2.0	5.0	7.0	32.0	12.0	1.0
RASAL3	46.0	39.0	36.0	15.0	21.0	18.0	15.0	18.0	93.0	25.0	106.0	2.0
AKAP8	775.0	996.0	664.0	483.0	549.0	466.0	229.0	241.0	543.0	468.0	288.0	157.0
EPHX3	86.0	138.0	110.0	105.0	57.0	94.0	54.0	125.0	73.0	346.0	207.0	63.0
ILVBL	2807.0	1826.0	1801.0	1465.0	1415.0	1551.0	812.0	995.0	1636.0	1441.0	850.0	427.0
ZNF419	150.0	160.0	321.0	67.0	186.0	50.0	37.0	53.0	103.0	67.0	19.0	19.0
SYDE1	2.0	4.0	3.0	2.0	1.0	5.0	1.0	0.0	0.0	1.0	0.0	1.0
CASP14	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
SLC1A6	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AURKC	51.0	41.0	57.0	17.0	34.0	15.0	7.0	2.0	58.0	13.0	5.0	3.0
POP4	1404.0	2235.0	1505.0	947.0	1077.0	828.0	536.0	557.0	1980.0	905.0	493.0	150.0
CCNE1	43.0	42.0	38.0	26.0	31.0	20.0	9.0	25.0	17.0	45.0	12.0	15.0
URI1	2667.0	4217.0	1929.0	1603.0	1443.0	1383.0	783.0	934.0	999.0	1146.0	743.0	293.0
PDCD5	4228.0	6311.0	4005.0	2815.0	2072.0	2264.0	1364.0	1403.0	3499.0	2103.0	1525.0	389.0
ANKRD27	746.0	317.0	482.0	229.0	347.0	341.0	98.0	145.0	229.0	324.0	145.0	75.0
RPS16	31225.0	65920.0	77716.0	24945.0	57950.0	13010.0	12131.0	11928.0	48186.0	22120.0	15382.0	1870.0
TIMM50	1263.0	1369.0	876.0	628.0	552.0	759.0	325.0	379.0	1051.0	916.0	468.0	166.0
FBL	1629.0	3377.0	3286.0	1056.0	2006.0	952.0	475.0	538.0	2228.0	1315.0	707.0	120.0
DYRK1B	528.0	432.0	446.0	304.0	308.0	311.0	121.0	124.0	385.0	166.0	79.0	54.0
CLC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CNTD2	1.0	11.0	12.0	5.0	3.0	3.0	1.0	3.0	15.0	1.0	3.0	0.0
GPI	8347.0	1977.0	2583.0	1970.0	2252.0	3169.0	965.0	1213.0	1712.0	4822.0	3221.0	601.0
AKT2	767.0	1356.0	1364.0	635.0	837.0	487.0	267.0	342.0	700.0	383.0	205.0	84.0
PLD3	3410.0	2508.0	1975.0	1561.0	1297.0	1568.0	801.0	925.0	2024.0	1557.0	805.0	481.0
PRX	23.0	19.0	49.0	9.0	51.0	20.0	5.0	8.0	18.0	12.0	2.0	4.0
PIAS4	553.0	529.0	522.0	254.0	305.0	314.0	117.0	163.0	294.0	550.0	201.0	129.0
NUMBL	128.0	150.0	314.0	46.0	154.0	91.0	26.0	34.0	74.0	48.0	53.0	25.0
EBI3	7.0	21.0	5.0	4.0	2.0	1.0	2.0	6.0	1.0	10.0	21.0	4.0
CCDC94	442.0	573.0	350.0	225.0	242.0	196.0	113.0	107.0	491.0	312.0	138.0	63.0
SHD	5.0	1.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	3.0	46.0	0.0
TBCB	2643.0	3375.0	1763.0	1410.0	1120.0	1822.0	768.0	1028.0	3301.0	1524.0	925.0	263.0
