	GRO-03_biopsy	GRO-10_biopsy	GRO-08_biopsy	D372_Biop_Int2	GRO-06_biopsy	D326_Biop_Pro1	GRO-09_biopsy	D367_Biop_Pro1	D372_Biop_Pro1	D353_Biop_Pro1	D339_Biop_Int1	D354_Biop_Int2	GRO-04_biopsy	GRO-07_biopsy
CCDC102A	419.0	217.0	249.0	95.0	300.0	162.0	408.0	76.0	291.0	41.0	35.0	61.0	90.0	444.0
SLC9A5	13.0	6.0	10.0	1.0	7.0	4.0	11.0	4.0	4.0	1.0	3.0	0.0	10.0	15.0
AGT	24.0	9.0	12.0	1.0	5.0	2.0	18.0	6.0	9.0	7.0	3.0	0.0	7.0	23.0
ZNF670-ZNF695	2.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	5.0
PCNXL2	392.0	376.0	239.0	18.0	576.0	155.0	530.0	101.0	154.0	25.0	22.0	40.0	247.0	619.0
KCNK1	1090.0	919.0	514.0	234.0	1396.0	149.0	1291.0	289.0	275.0	62.0	149.0	74.0	786.0	1297.0
URB2	155.0	143.0	93.0	39.0	210.0	36.0	227.0	34.0	35.0	19.0	19.0	21.0	56.0	205.0
EGLN1	1128.0	719.0	555.0	225.0	816.0	209.0	1139.0	314.0	433.0	96.0	126.0	99.0	344.0	795.0
CAPN9	202.0	68.0	268.0	52.0	393.0	68.0	20.0	111.0	99.0	40.0	34.0	3.0	139.0	368.0
COG2	550.0	542.0	508.0	72.0	750.0	308.0	850.0	223.0	433.0	77.0	111.0	101.0	409.0	871.0
ABCB10	218.0	397.0	270.0	62.0	511.0	91.0	300.0	97.0	86.0	32.0	55.0	38.0	201.0	511.0
NTPCR	1735.0	1069.0	869.0	408.0	1127.0	785.0	2205.0	817.0	925.0	261.0	528.0	361.0	1216.0	1010.0
TAF5L	301.0	337.0	231.0	30.0	602.0	91.0	355.0	92.0	57.0	18.0	30.0	22.0	175.0	511.0
GLUL	35641.0	21114.0	17065.0	15683.0	33295.0	23396.0	38320.0	25334.0	34910.0	13113.0	8973.0	10952.0	14581.0	30432.0
STX6	971.0	881.0	568.0	203.0	895.0	255.0	1144.0	305.0	304.0	74.0	138.0	82.0	419.0	881.0
RGS8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
RNASEL	436.0	404.0	344.0	113.0	604.0	131.0	531.0	126.0	191.0	19.0	52.0	101.0	311.0	556.0
DHX9	2457.0	2102.0	1991.0	392.0	2766.0	741.0	2695.0	826.0	1318.0	434.0	353.0	399.0	1735.0	2623.0
KIAA1614	33.0	31.0	21.0	14.0	34.0	22.0	78.0	8.0	21.0	2.0	0.0	1.0	6.0	23.0
CEP350	3441.0	2466.0	2488.0	209.0	3488.0	483.0	3232.0	410.0	417.0	127.0	205.0	106.0	1897.0	3716.0
NPL	324.0	198.0	128.0	69.0	196.0	114.0	352.0	95.0	136.0	56.0	189.0	68.0	122.0	211.0
FAM129A	1708.0	1930.0	1346.0	199.0	2843.0	573.0	5002.0	592.0	320.0	79.0	349.0	154.0	1459.0	2729.0
PIGC	966.0	764.0	618.0	428.0	745.0	589.0	1218.0	446.0	952.0	173.0	202.0	158.0	840.0	957.0
LAMC1	696.0	690.0	406.0	159.0	630.0	179.0	1029.0	199.0	258.0	46.0	126.0	54.0	264.0	662.0
RC3H1	989.0	1243.0	1175.0	85.0	3140.0	286.0	1207.0	115.0	180.0	86.0	87.0	98.0	604.0	3451.0
GPR55	5.0	1.0	12.0	2.0	7.0	2.0	22.0	1.0	1.0	0.0	0.0	2.0	8.0	4.0
SP110	422.0	677.0	391.0	191.0	697.0	205.0	944.0	238.0	348.0	86.0	78.0	62.0	381.0	685.0
MRPL44	902.0	686.0	459.0	202.0	655.0	417.0	1338.0	436.0	656.0	134.0	202.0	106.0	665.0	771.0
CHRND	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PAX3	0.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
DOCK10	294.0	285.0	373.0	19.0	290.0	13.0	552.0	18.0	18.0	9.0	4.0	5.0	371.0	241.0
TTLL4	154.0	195.0	155.0	32.0	282.0	62.0	326.0	73.0	87.0	26.0	4.0	12.0	125.0	339.0
USP37	933.0	670.0	582.0	22.0	896.0	159.0	673.0	182.0	164.0	41.0	83.0	30.0	395.0	887.0
HTR2B	15.0	10.0	7.0	3.0	17.0	6.0	4.0	3.0	1.0	3.0	19.0	2.0	6.0	15.0
ITM2C	1634.0	1021.0	1049.0	503.0	880.0	1059.0	2502.0	510.0	1255.0	317.0	179.0	289.0	1554.0	1062.0
SLC19A3	5.0	2.0	2.0	6.0	22.0	37.0	12.0	10.0	7.0	5.0	5.0	10.0	3.0	14.0
SERPINE2	468.0	772.0	235.0	613.0	309.0	77.0	943.0	195.0	330.0	29.0	230.0	36.0	105.0	261.0
DNAJB2	1538.0	1085.0	896.0	135.0	1226.0	616.0	1532.0	302.0	751.0	137.0	97.0	141.0	1015.0	1399.0
WNT10A	1152.0	423.0	395.0	409.0	451.0	562.0	771.0	458.0	954.0	87.0	192.0	65.0	47.0	617.0
TMBIM1	2448.0	1486.0	1257.0	295.0	1622.0	849.0	3030.0	552.0	961.0	201.0	228.0	132.0	1254.0	1918.0
CYP27A1	513.0	512.0	331.0	113.0	397.0	122.0	586.0	153.0	261.0	50.0	68.0	92.0	333.0	533.0
EIF4E2	1698.0	1428.0	985.0	584.0	1997.0	735.0	3289.0	785.0	1271.0	225.0	936.0	293.0	1277.0	1634.0
ARMC9	343.0	488.0	457.0	38.0	850.0	160.0	516.0	95.0	181.0	93.0	77.0	75.0	379.0	1001.0
CAB39	1256.0	1423.0	797.0	62.0	1564.0	225.0	1303.0	346.0	308.0	148.0	131.0	96.0	942.0	1614.0
COX5B	9910.0	17285.0	10645.0	8752.0	14896.0	13336.0	25954.0	12404.0	19781.0	5281.0	12162.0	4317.0	15001.0	16219.0
REV1	2627.0	2196.0	1642.0	363.0	2728.0	864.0	3334.0	752.0	894.0	156.0	294.0	229.0	1476.0	2750.0
TSGA10	1642.0	1827.0	2057.0	251.0	2753.0	624.0	1549.0	304.0	628.0	195.0	99.0	296.0	1788.0	3088.0
MFSD9	170.0	118.0	110.0	46.0	169.0	84.0	253.0	76.0	78.0	21.0	37.0	21.0	99.0	171.0
TMEM127	834.0	778.0	513.0	155.0	1129.0	310.0	1399.0	325.0	344.0	82.0	155.0	50.0	505.0	1218.0
EDAR	22.0	11.0	17.0	17.0	17.0	10.0	2.0	24.0	34.0	7.0	4.0	3.0	3.0	9.0
TGFBRAP1	297.0	293.0	165.0	49.0	354.0	72.0	479.0	73.0	127.0	30.0	17.0	26.0	165.0	390.0
GCC2	4999.0	5843.0	6127.0	937.0	8485.0	1801.0	5815.0	1275.0	1668.0	548.0	378.0	513.0	7850.0	9807.0
MRPS9	1608.0	1112.0	966.0	536.0	1272.0	825.0	2254.0	668.0	1390.0	248.0	473.0	284.0	1094.0	1485.0
C2orf49	622.0	1153.0	944.0	110.0	1868.0	307.0	1198.0	209.0	301.0	108.0	49.0	117.0	713.0	2078.0
ANKRD36	1167.0	776.0	1345.0	40.0	1643.0	166.0	1258.0	130.0	104.0	40.0	46.0	17.0	934.0	1054.0
EPC2	974.0	709.0	632.0	50.0	774.0	143.0	936.0	111.0	127.0	36.0	34.0	15.0	522.0	867.0
ARHGEF4	305.0	252.0	228.0	21.0	432.0	132.0	169.0	67.0	62.0	40.0	20.0	27.0	148.0	307.0
ISCU	5266.0	4401.0	4043.0	3024.0	4641.0	4425.0	7044.0	3228.0	6634.0	1904.0	1735.0	1797.0	4143.0	4680.0
ALDH1L2	44.0	33.0	38.0	13.0	31.0	13.0	71.0	9.0	9.0	0.0	7.0	3.0	15.0	34.0
STAB2	1.0	3.0	0.0	0.0	7.0	0.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
USP44	76.0	63.0	45.0	16.0	73.0	38.0	140.0	17.0	40.0	19.0	6.0	13.0	33.0	59.0
SCYL2	982.0	774.0	507.0	50.0	905.0	181.0	936.0	280.0	184.0	59.0	185.0	72.0	509.0	894.0
CKAP4	1133.0	1207.0	777.0	248.0	1838.0	545.0	2783.0	432.0	709.0	92.0	273.0	123.0	607.0	1996.0
PLXNC1	126.0	136.0	122.0	21.0	169.0	7.0	352.0	8.0	25.0	2.0	9.0	16.0	67.0	171.0
APPL2	1559.0	1681.0	1470.0	242.0	2107.0	289.0	1173.0	265.0	333.0	172.0	219.0	201.0	1210.0	1731.0
PWP1	2280.0	2132.0	1315.0	499.0	2538.0	896.0	3471.0	614.0	1033.0	122.0	432.0	204.0	1963.0	3014.0
DRAM1	704.0	579.0	349.0	148.0	571.0	167.0	1707.0	209.0	302.0	104.0	83.0	134.0	204.0	749.0
KIAA1033	1204.0	1183.0	929.0	269.0	1481.0	482.0	1483.0	345.0	517.0	114.0	208.0	172.0	644.0	1675.0
SLC41A2	166.0	106.0	124.0	35.0	139.0	51.0	162.0	74.0	27.0	21.0	23.0	17.0	59.0	149.0
VILL	1337.0	984.0	878.0	554.0	1330.0	803.0	1074.0	775.0	1053.0	375.0	659.0	258.0	824.0	1532.0
FLNB	2113.0	2391.0	1729.0	313.0	4188.0	770.0	3357.0	581.0	887.0	291.0	440.0	223.0	1448.0	4079.0
NEK3	381.0	431.0	195.0	112.0	484.0	84.0	376.0	62.0	102.0	40.0	46.0	32.0	287.0	633.0
PCDH8	9.0	5.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
VPS36	2079.0	2580.0	1669.0	765.0	3552.0	1354.0	3646.0	720.0	1419.0	335.0	406.0	255.0	1612.0	3927.0
RNASEH2B	3132.0	1868.0	1346.0	868.0	1914.0	1349.0	3194.0	1155.0	2025.0	456.0	710.0	454.0	1778.0	2115.0
CKAP2	627.0	811.0	684.0	245.0	851.0	236.0	986.0	270.0	451.0	81.0	279.0	76.0	654.0	1098.0
LECT1	2.0	35.0	3.0	0.0	21.0	2.0	3.0	17.0	2.0	2.0	0.0	0.0	0.0	2.0
TBC1D4	221.0	292.0	174.0	27.0	252.0	60.0	601.0	61.0	38.0	5.0	20.0	12.0	159.0	268.0
THSD1	52.0	106.0	47.0	89.0	39.0	87.0	85.0	45.0	88.0	34.0	20.0	17.0	34.0	46.0
BORA	96.0	85.0	49.0	38.0	72.0	25.0	123.0	33.0	57.0	0.0	41.0	7.0	64.0	97.0
LRCH1	345.0	324.0	221.0	37.0	367.0	88.0	434.0	66.0	113.0	13.0	89.0	47.0	159.0	343.0
SUCLA2	1536.0	980.0	798.0	405.0	974.0	634.0	1295.0	664.0	1128.0	417.0	539.0	407.0	729.0	936.0
RCBTB1	426.0	373.0	388.0	64.0	813.0	185.0	406.0	173.0	208.0	112.0	45.0	55.0	314.0	659.0
MED4	3173.0	2875.0	2077.0	1239.0	2527.0	1740.0	3564.0	1598.0	2523.0	866.0	1263.0	591.0	2301.0	2839.0
PHF11	1516.0	1378.0	979.0	440.0	1517.0	502.0	2045.0	378.0	595.0	235.0	328.0	167.0	1219.0	1849.0
COG3	401.0	483.0	321.0	9.0	559.0	97.0	527.0	105.0	178.0	39.0	57.0	30.0	360.0	507.0
LMO7	7875.0	4784.0	4919.0	1685.0	11295.0	2706.0	5638.0	2276.0	2543.0	603.0	946.0	745.0	4536.0	10653.0
SCEL	58.0	94.0	26.0	6.0	107.0	5.0	52.0	8.0	3.0	6.0	163.0	2.0	96.0	44.0
ITM2B	46415.0	44882.0	24950.0	16262.0	34495.0	20628.0	64232.0	19463.0	30773.0	10299.0	17846.0	7638.0	30003.0	39147.0
SPRY2	856.0	1006.0	910.0	156.0	1390.0	474.0	834.0	357.0	441.0	94.0	154.0	124.0	365.0	901.0
NUDT15	929.0	652.0	481.0	291.0	791.0	470.0	986.0	417.0	744.0	234.0	315.0	177.0	472.0	772.0
EDNRB	74.0	104.0	46.0	84.0	25.0	16.0	143.0	10.0	10.0	0.0	25.0	21.0	18.0	47.0
RCBTB2	906.0	575.0	457.0	162.0	667.0	317.0	798.0	340.0	566.0	156.0	129.0	195.0	349.0	662.0
LCP1	954.0	1102.0	1488.0	57.0	1201.0	111.0	3242.0	40.0	40.0	26.0	24.0	18.0	1261.0	1317.0
SETDB2	685.0	418.0	459.0	102.0	649.0	322.0	607.0	181.0	441.0	121.0	98.0	92.0	280.0	563.0
SCRN1	539.0	563.0	441.0	100.0	787.0	185.0	578.0	148.0	294.0	71.0	89.0	78.0	380.0	839.0
C7orf25	26.0	9.0	18.0	18.0	11.0	15.0	27.0	11.0	33.0	15.0	2.0	4.0	19.0	20.0
TNS3	1338.0	679.0	579.0	187.0	976.0	229.0	923.0	358.0	200.0	56.0	95.0	114.0	395.0	1137.0
SPDYE1	10.0	6.0	15.0	0.0	49.0	8.0	4.0	10.0	2.0	0.0	2.0	1.0	2.0	26.0
CHST12	2117.0	1729.0	1273.0	643.0	1577.0	909.0	2480.0	671.0	1457.0	154.0	289.0	225.0	1530.0	2251.0
IGF2BP3	86.0	64.0	64.0	9.0	122.0	14.0	107.0	8.0	9.0	11.0	25.0	3.0	59.0	188.0
GPNMB	709.0	851.0	226.0	203.0	443.0	249.0	508.0	38.0	1324.0	31.0	412.0	12.0	113.0	392.0
RAPGEF5	846.0	395.0	376.0	61.0	503.0	146.0	1100.0	81.0	144.0	31.0	36.0	28.0	208.0	601.0
RAC1	16802.0	6505.0	8192.0	5883.0	15937.0	7199.0	39654.0	6625.0	12551.0	1855.0	4589.0	1992.0	3044.0	20586.0
KDELR2	4485.0	3607.0	2295.0	785.0	2701.0	1550.0	7606.0	1085.0	1488.0	620.0	892.0	392.0	2065.0	3918.0
NUPL2	745.0	653.0	493.0	343.0	684.0	455.0	822.0	397.0	647.0	149.0	179.0	187.0	605.0	663.0
IL6	275.0	230.0	519.0	5.0	491.0	4.0	413.0	6.0	1.0	0.0	3.0	0.0	146.0	433.0
ZDHHC4	2304.0	1262.0	944.0	670.0	1261.0	1079.0	3082.0	724.0	1287.0	289.0	387.0	279.0	1424.0	1676.0
AOAH	136.0	147.0	224.0	8.0	254.0	16.0	630.0	12.0	23.0	9.0	5.0	11.0	257.0	192.0
BZW2	2278.0	1484.0	1205.0	554.0	2470.0	852.0	2997.0	744.0	1038.0	256.0	540.0	214.0	1090.0	2251.0
DGKB	8.0	8.0	2.0	11.0	18.0	30.0	20.0	7.0	20.0	4.0	12.0	5.0	9.0	23.0
TBRG4	925.0	506.0	435.0	315.0	464.0	372.0	1198.0	262.0	806.0	74.0	139.0	129.0	498.0	584.0
DDX56	1171.0	876.0	645.0	491.0	1011.0	540.0	1717.0	446.0	952.0	142.0	294.0	131.0	727.0	1084.0
HUS1	523.0	371.0	322.0	40.0	374.0	110.0	666.0	89.0	215.0	59.0	64.0	54.0	403.0	445.0
NACAD	43.0	37.0	18.0	6.0	26.0	11.0	38.0	14.0	29.0	18.0	0.0	3.0	21.0	36.0
C7orf69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBNL	2015.0	1258.0	1025.0	441.0	1514.0	830.0	3580.0	638.0	881.0	208.0	439.0	154.0	1315.0	1761.0
CCM2	1441.0	903.0	622.0	360.0	771.0	631.0	1844.0	331.0	803.0	248.0	150.0	172.0	615.0	974.0
MYO1G	256.0	258.0	330.0	11.0	278.0	45.0	1119.0	18.0	47.0	6.0	10.0	6.0	268.0	507.0
TTYH3	79.0	77.0	97.0	35.0	242.0	53.0	352.0	85.0	93.0	5.0	54.0	7.0	37.0	189.0
CIDEB	708.0	490.0	392.0	222.0	634.0	464.0	675.0	222.0	527.0	87.0	68.0	112.0	341.0	642.0
RP11-84C10.2	0.0	1.0	1.0	0.0	2.0	0.0	16.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
TTC5	871.0	893.0	703.0	236.0	1019.0	355.0	875.0	188.0	374.0	136.0	135.0	139.0	696.0	1448.0
NKX2-8	158.0	76.0	61.0	73.0	96.0	73.0	243.0	66.0	145.0	21.0	11.0	39.0	4.0	94.0
NKX2-1	1321.0	332.0	858.0	452.0	1238.0	786.0	1078.0	417.0	1087.0	270.0	283.0	284.0	148.0	973.0
ZFHX2	142.0	288.0	288.0	19.0	278.0	51.0	373.0	27.0	45.0	28.0	8.0	24.0	255.0	754.0
MTHFS	486.0	613.0	682.0	593.0	844.0	550.0	940.0	420.0	806.0	222.0	227.0	398.0	690.0	593.0
ADAMTS7	12.0	14.0	5.0	1.0	10.0	9.0	36.0	5.0	5.0	13.0	11.0	2.0	8.0	9.0
ABHD17C	507.0	655.0	310.0	48.0	777.0	196.0	933.0	238.0	198.0	87.0	119.0	49.0	321.0	847.0
IREB2	984.0	1031.0	648.0	181.0	1280.0	419.0	1463.0	490.0	524.0	99.0	253.0	110.0	508.0	1198.0
ALPK3	29.0	35.0	20.0	10.0	69.0	13.0	75.0	11.0	6.0	2.0	1.0	1.0	31.0	77.0
TM6SF1	50.0	118.0	35.0	49.0	60.0	16.0	139.0	16.0	26.0	13.0	36.0	11.0	40.0	47.0
CIB2	585.0	129.0	95.0	40.0	211.0	129.0	589.0	39.0	105.0	8.0	24.0	11.0	37.0	227.0
CALCOCO2	2671.0	1836.0	1478.0	468.0	2018.0	698.0	2365.0	620.0	864.0	198.0	279.0	188.0	1150.0	2069.0
RSAD1	602.0	323.0	296.0	36.0	423.0	219.0	626.0	156.0	274.0	79.0	22.0	48.0	245.0	464.0
NMT1	618.0	2035.0	1691.0	106.0	4706.0	243.0	2425.0	385.0	427.0	69.0	229.0	88.0	676.0	6251.0
MYCBPAP	294.0	872.0	847.0	77.0	897.0	209.0	433.0	52.0	139.0	98.0	29.0	92.0	538.0	1425.0
SRSF1	3679.0	2070.0	1734.0	482.0	2462.0	1073.0	3116.0	979.0	1362.0	332.0	713.0	413.0	1467.0	2343.0
VEZF1	2682.0	2418.0	1721.0	420.0	3165.0	752.0	2409.0	750.0	1063.0	373.0	341.0	262.0	1434.0	3440.0
CHAD	52.0	59.0	54.0	18.0	127.0	32.0	21.0	7.0	19.0	6.0	11.0	16.0	35.0	150.0
TACO1	548.0	434.0	306.0	121.0	389.0	295.0	1257.0	226.0	496.0	17.0	215.0	65.0	425.0	532.0
TEX2	261.0	271.0	169.0	63.0	287.0	65.0	319.0	90.0	139.0	48.0	25.0	41.0	156.0	320.0
DCAF7	2554.0	2260.0	1425.0	383.0	2830.0	861.0	4193.0	845.0	1072.0	165.0	388.0	206.0	1286.0	3142.0
LIMD2	1125.0	1120.0	963.0	147.0	696.0	254.0	3965.0	145.0	204.0	73.0	79.0	70.0	1145.0	828.0
BRIP1	81.0	181.0	47.0	10.0	48.0	19.0	88.0	46.0	32.0	8.0	28.0	3.0	28.0	40.0
KAT7	966.0	820.0	646.0	155.0	861.0	299.0	1043.0	221.0	370.0	125.0	121.0	76.0	531.0	978.0
RTP4	430.0	493.0	318.0	133.0	496.0	196.0	986.0	339.0	422.0	70.0	227.0	72.0	741.0	632.0
ACTL6A	1323.0	1096.0	677.0	557.0	914.0	579.0	1341.0	635.0	1022.0	330.0	627.0	227.0	728.0	996.0
NDUFB5	6183.0	4733.0	3149.0	1860.0	4278.0	3262.0	8118.0	3173.0	5352.0	1131.0	2107.0	882.0	4744.0	5291.0
MRPL47	2496.0	2244.0	1409.0	600.0	1799.0	873.0	4160.0	989.0	1424.0	394.0	902.0	310.0	2260.0	2196.0
TRA2B	5263.0	5612.0	3926.0	512.0	6838.0	1764.0	5615.0	1407.0	1829.0	431.0	854.0	396.0	4579.0	7365.0
SCN2A	15.0	8.0	4.0	9.0	15.0	2.0	2.0	1.0	2.0	2.0	0.0	1.0	1.0	13.0
TBR1	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
MARCH7	2640.0	1468.0	1685.0	232.0	1632.0	590.0	1814.0	423.0	796.0	223.0	334.0	174.0	1032.0	1667.0
ERMN	2.0	7.0	7.0	0.0	10.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	10.0	9.0
GALNT5	1788.0	967.0	659.0	295.0	1327.0	308.0	2238.0	447.0	502.0	106.0	269.0	64.0	436.0	1229.0
SCN7A	236.0	346.0	186.0	32.0	59.0	8.0	54.0	10.0	48.0	2.0	10.0	5.0	13.0	48.0
TANK	2088.0	1885.0	1598.0	400.0	2130.0	740.0	2424.0	631.0	904.0	303.0	477.0	183.0	1477.0	2006.0
BLK	28.0	58.0	22.0	0.0	18.0	3.0	74.0	0.0	2.0	0.0	0.0	0.0	22.0	26.0
GATA4	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SKIL	6272.0	3104.0	3521.0	274.0	3896.0	424.0	2457.0	509.0	410.0	234.0	119.0	184.0	1806.0	3563.0
EPRS	2799.0	2053.0	1861.0	646.0	2892.0	888.0	4863.0	819.0	1137.0	256.0	503.0	303.0	1793.0	3376.0
HLX	40.0	76.0	24.0	33.0	13.0	11.0	178.0	15.0	8.0	0.0	10.0	1.0	9.0	38.0
VPS45	568.0	490.0	337.0	138.0	501.0	187.0	683.0	206.0	222.0	78.0	99.0	59.0	383.0	562.0
IL10	44.0	47.0	31.0	14.0	74.0	29.0	297.0	7.0	14.0	3.0	20.0	6.0	55.0	47.0
KCTD3	859.0	686.0	407.0	106.0	715.0	202.0	658.0	207.0	180.0	74.0	163.0	67.0	301.0	601.0
RPS6KC1	350.0	273.0	244.0	62.0	372.0	75.0	371.0	73.0	70.0	43.0	58.0	34.0	177.0	466.0
CBWD2	489.0	569.0	626.0	112.0	601.0	180.0	554.0	291.0	140.0	104.0	116.0	210.0	175.0	372.0
IL36G	72.0	12.0	8.0	0.0	26.0	1.0	28.0	1.0	0.0	0.0	0.0	0.0	15.0	71.0
IL1RN	1150.0	425.0	343.0	45.0	635.0	25.0	1136.0	24.0	135.0	13.0	92.0	7.0	288.0	1158.0
IL36A	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL36RN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL36B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL1F10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CFC1	4.0	3.0	11.0	0.0	9.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	5.0	4.0
SMPD4	67.0	73.0	147.0	57.0	102.0	134.0	85.0	101.0	234.0	6.0	14.0	40.0	41.0	126.0
WDR33	3274.0	2086.0	1664.0	704.0	2469.0	890.0	3429.0	695.0	1475.0	324.0	467.0	254.0	1969.0	2675.0
CCDC115	2778.0	1912.0	1411.0	1018.0	1311.0	1282.0	2192.0	987.0	2379.0	534.0	611.0	497.0	1934.0	1681.0
SAP130	192.0	197.0	138.0	51.0	262.0	64.0	285.0	76.0	90.0	7.0	60.0	32.0	139.0	287.0
BIN1	522.0	418.0	455.0	79.0	306.0	176.0	1159.0	117.0	198.0	40.0	18.0	32.0	505.0	411.0
IMP4	2270.0	1246.0	820.0	679.0	1035.0	838.0	3678.0	775.0	1338.0	360.0	580.0	349.0	1221.0	1295.0
HS6ST1	1137.0	701.0	522.0	287.0	1059.0	484.0	1175.0	371.0	658.0	146.0	211.0	138.0	442.0	977.0
UGGT1	538.0	609.0	523.0	118.0	1028.0	188.0	961.0	212.0	213.0	63.0	125.0	109.0	384.0	1096.0
GYPC	4141.0	1447.0	1218.0	746.0	987.0	1302.0	3256.0	619.0	1818.0	390.0	291.0	292.0	1663.0	1402.0
STAM	632.0	628.0	418.0	135.0	760.0	155.0	1001.0	105.0	241.0	53.0	89.0	56.0	483.0	750.0
ABI1	3163.0	2534.0	1983.0	595.0	2785.0	791.0	2344.0	842.0	1318.0	343.0	902.0	311.0	1548.0	2915.0
YME1L1	4083.0	3272.0	2182.0	253.0	5551.0	727.0	3951.0	590.0	733.0	166.0	260.0	200.0	2408.0	5095.0
DNAJC1	2458.0	2116.0	1523.0	728.0	2448.0	1102.0	5725.0	818.0	1249.0	127.0	336.0	258.0	462.0	3281.0
NIPSNAP3A	1123.0	1081.0	719.0	324.0	996.0	455.0	1070.0	614.0	810.0	386.0	707.0	300.0	864.0	1034.0
LRRC8A	5997.0	1970.0	1291.0	702.0	2561.0	889.0	2598.0	708.0	1277.0	232.0	378.0	180.0	1097.0	2512.0
CDK9	618.0	625.0	493.0	160.0	817.0	255.0	796.0	275.0	309.0	87.0	20.0	77.0	483.0	737.0
TXN	25052.0	51100.0	19748.0	20709.0	34110.0	18963.0	38335.0	16486.0	23480.0	14178.0	64256.0	9442.0	45451.0	42840.0
ODF2	600.0	667.0	521.0	106.0	880.0	208.0	624.0	113.0	278.0	76.0	93.0	116.0	629.0	988.0
KIAA0368	1011.0	777.0	792.0	140.0	1204.0	243.0	1180.0	318.0	396.0	185.0	114.0	126.0	521.0	1187.0
TOR1B	356.0	287.0	162.0	51.0	369.0	164.0	331.0	146.0	178.0	64.0	26.0	36.0	225.0	403.0
C9orf78	2974.0	2708.0	1855.0	797.0	2622.0	1230.0	2820.0	773.0	1682.0	333.0	394.0	385.0	2484.0	2683.0
SMC2	5907.0	1744.0	2299.0	3067.0	2383.0	1613.0	5193.0	2800.0	2365.0	856.0	981.0	982.0	4718.0	3044.0
KLF4	10940.0	8960.0	5288.0	782.0	8494.0	267.0	6201.0	334.0	580.0	61.0	378.0	37.0	1732.0	10185.0
TOR1A	735.0	595.0	434.0	265.0	539.0	281.0	1155.0	218.0	515.0	2.0	123.0	76.0	627.0	642.0
RALGPS1	562.0	590.0	366.0	78.0	855.0	188.0	604.0	124.0	99.0	68.0	120.0	53.0	291.0	981.0
FAM129B	1772.0	1413.0	964.0	321.0	1682.0	620.0	1914.0	427.0	516.0	157.0	254.0	141.0	695.0	1470.0
ST6GALNAC4	629.0	365.0	347.0	105.0	416.0	322.0	1200.0	219.0	430.0	84.0	134.0	38.0	345.0	571.0
TMOD1	23.0	29.0	10.0	36.0	32.0	11.0	43.0	4.0	0.0	0.0	13.0	2.0	22.0	19.0
DAB2IP	942.0	550.0	421.0	134.0	899.0	265.0	814.0	282.0	364.0	63.0	123.0	59.0	290.0	728.0
STXBP1	479.0	420.0	338.0	62.0	484.0	188.0	428.0	52.0	189.0	47.0	62.0	54.0	209.0	578.0
SLC2A8	651.0	318.0	271.0	123.0	313.0	176.0	820.0	122.0	225.0	9.0	87.0	54.0	180.0	400.0
ANGPTL2	71.0	84.0	32.0	34.0	36.0	19.0	151.0	15.0	29.0	9.0	29.0	4.0	25.0	59.0
CDK5RAP2	1668.0	1135.0	1330.0	113.0	1640.0	393.0	1923.0	304.0	381.0	60.0	29.0	100.0	1009.0	1833.0
ZFP37	38.0	75.0	48.0	30.0	65.0	49.0	62.0	24.0	44.0	8.0	29.0	16.0	27.0	61.0
SLC31A2	281.0	235.0	180.0	77.0	284.0	83.0	741.0	64.0	119.0	35.0	45.0	21.0	209.0	424.0
SLC31A1	2772.0	1926.0	1596.0	371.0	3334.0	692.0	2916.0	933.0	497.0	251.0	346.0	251.0	2053.0	3268.0
TLR4	70.0	147.0	157.0	18.0	217.0	16.0	255.0	28.0	16.0	5.0	6.0	5.0	37.0	326.0
ZNF189	354.0	362.0	229.0	16.0	320.0	109.0	415.0	148.0	165.0	56.0	57.0	35.0	179.0	474.0
